gx     gy    gz     ax    ay    az
64884  157  64589  54094  12448  63313
64881  172  64576  53943  12565  63059
64875  171  64591  53348  11689  62252
64880  171  64583  52845  10412  62006
64870  170  64588  52822  9657  61674
64885  159  64585  52577  10036  61115
64881  172  64579  51209  12622  60948
64877  163  64584  51913  15147  61071
64862  167  64578  53417  16940  60477
64879  176  64588  54260  18493  58409
64879  185  64596  56630  20059  58862
64862  207  64586  58705  19543  59748
64880  168  64577  61120  20559  58834
64872  173  64595  61591  21189  57840
64868  159  64582  61045  20845  56999
64871  163  64580  60014  20165  56200
64879  173  64580  58911  19087  55204
64885  180  64589  58823  18219  54169
64891  169  64591  59012  16570  53497
64872  170  64577  59842  15118  52954
64886  185  64581  61251  13713  53207
64862  169  64584  62384  12856  54391
64867  169  64583  62688  12653  55465
64875  177  64572  61975  12649  56178
64880  172  64578  61482  12680  56288
64886  170  64590  60506  12208  55780
64879  169  64579  59771  12124  55686
64867  174  64587  59596  12405  56398
64865  161  64589  59886  13029  56335
64885  175  64580  60351  13776  56261
64861  176  64592  60381  14501  56442
64875  187  64581  59841  15650  56329
64883  186  64582  59082  17804  56542
64881  161  64577  59488  18889  56608
64880  163  64582  60503  19884  57706
64872  156  64588  61273  20737  58230
64887  181  64581  61570  21895  57878
64878  169  64581  61466  22635  57054
64873  171  64577  61172  23094  56229
64883  176  64581  60535  22986  56383
64866  183  64575  60771  22303  57519
64887  172  64577  60816  21825  59815
64878  175  64588  60696  22470  60717
64874  173  64587  60079  23193  60688
64885  166  64581  59140  23223  59681
64875  170  64581  58345  23446  58353
64861  162  64585  57786  23568  58019
64872  164  64585  57123  24176  59041
64871  156  64588  56740  24519  59431
64887  162  64587  55938  24708  60236
64882  163  64575  54535  24275  60967
64875  169  64573  53716  22892  61121
64869  161  64577  52786  20842  60459
64885  169  64587  52689  18964  60927
64876  166  64579  53266  17248  62028
64885  167  64583  53731  15644  61988
64861  166  64576  54111  13857  62065
64876  163  64582  55195  12790  62941
64868  175  64586  56197  11304  63563
64874  178  64581  56668  10049  64118
64889  173  64577  56989  8662  64731
64874  176  64581  56902  8143  64259
64864  170  64586  56679  7777  64136
64879  179  64588  56085  8615  63418
64868  178  64577  56777  9904  62761
64879  176  64587  58190  11324  62041
64890  187  64571  59272  12591  61276
64859  177  64572  59620  14383  60257
64850  179  64583  59157  17605  58889
64877  182  64590  57574  20174  57869
64874  179  64578  57693  20971  56549
64881  174  64590  57511  23442  54389
64759  87  64569  59039  28104  54080
64855  159  64594  64777  27946  59381
64829  190  64585  62570  22476  54327
64878  169  64581  57642  16678  52228
64888  178  64570  60706  18858  52548
64870  191  64576  64679  20477  54175
64877  159  64574  64899  21857  58312
64874  166  64590  63033  21771  60684
64872  166  64577  62867  20527  60065
64884  171  64582  63744  16909  58980
64876  155  64576  64202  14479  58824
64860  164  64579  63944  12624  58983
64866  173  64583  64848  12912  60318
64851  165  64582  65399  12825  63146
64886  181  64578  65325  12490  65243
64869  161  64600  64610  12703  64232
64888  170  64566  64046  13787  62707
64886  185  64591  64163  14874  61418
64877  165  64572  65250  14777  62559
64886  173  64589  189  13825  64485
64871  170  64578  31  14553  65224
64876  168  64585  64986  15602  65043
64878  172  64583  63832  15979  63751
64871  169  64583  62430  15336  61932
64871  166  64580  62035  14463  62074
64883  162  64584  61899  14677  63983
64873  174  64579  62439  16213  63433
64877  173  64587  61768  18903  60674
64897  179  64592  59419  21284  59501
64857  167  64574  56996  23072  57540
64867  172  64565  53146  27969  53692
64876  179  64580  49819  32287  50938
64873  168  64583  51582  31440  50813
64870  185  64583  53424  27014  57051
64879  175  64582  55961  23044  58021
64863  172  64571  57106  19738  57151
64877  187  64570  56652  17752  57775
64904  175  64587  55100  14409  59758
64878  175  64583  55443  11509  62149
64884  176  64583  55806  9368  64163
64877  179  64583  56676  8967  65453
64872  162  64592  56519  9149  418
64872  172  64589  56578  8639  64324
64878  159  64605  56115  7817  62953
64886  175  64572  55528  6903  62770
64866  167  64593  55667  7447  62949
64870  165  64590  56417  9661  62547
